date_mm_dd_yyyy,route_shift,route_name,building_name,any_birds_found_on_route_shift,building_face_direction,species,found_dead_alive
2021-08-23,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,American Redstart_Setophaga ruticilla,Dead
2021-08-23,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Unidentifiable,Dead
2021-08-23,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,West,House Sparrow_Passer domesticus,Dead
2021-08-23,AM,North Quad,Beckman Institute_228,Yes,East,Golden-winged Warbler_Vermivora chrysoptera,Dead
2021-08-23,AM,North Quad,Electrical and Computer Engineering_409,Yes,East,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-08-23,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Mourning Warbler_Geothlypis philadelphia,Dead
2021-08-23,AM,South Quad,Business Instructional Facility_1206,Yes,South,Ruby-throated Hummingbird_Archilochus colubris,Dead
2021-08-23,AM,South Quad,Law Building_156,Yes,North,Unidentifiable,Dead
2021-08-25,AM,North Quad,Siebel Center for Computer Science_563,Yes,South,Unidentifiable,Dead
2021-08-25,AM,Other (explain in notes),National Center for Supercomputing Applications_564,Yes,South,Northern Waterthrush_Parkesia noveboracensis,Dead
2021-08-27,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-08-27,AM,North Quad,Electrical and Computer Engineering_409,Yes,East,Unidentifiable,Dead
2021-08-27,AM,South Quad,Law Building_156,Yes,East,Mourning Warbler_Geothlypis philadelphia,Dead
2021-08-30,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,East,American Goldfinch_Spinus tristis,Alive
2021-08-30,AM,North Quad,Beckman Institute_228,Yes,North,Bay-breasted Warbler_Setophaga castanea,Dead
2021-08-30,AM,North Quad,Beckman Institute_228,Yes,West,Ovenbird_Seiurus aurocapilla,Dead
2021-08-30,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Alive
2021-08-30,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Alive
2021-08-30,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-08-30,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-08-30,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,East,American Redstart_Setophaga ruticilla,Alive
2021-08-30,AM,Main Quad,Carl R. Woese Institute for Genomic Biology_1080,Yes,West,Chestnut-sided Warbler_Setophaga pensylvanica,Dead
2021-08-30,AM,Main Quad,Morrill Hall_242,Yes,North,Black-and-white Warbler_Mniotilta varia,Dead
2021-08-30,AM,Main Quad,Morrill Hall_242,Yes,North,Unidentifiable,Dead
2021-08-30,PM,North Quad,Beckman Institute_228,Yes,West,Bay-breasted Warbler_Setophaga castanea,Dead
2021-08-30,PM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,East,Bay-breasted Warbler_Setophaga castanea,Dead
2021-08-30,PM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,East,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-08-31,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,Ovenbird_Seiurus aurocapilla,Dead
2021-08-31,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-01,AM,North Quad,Beckman Institute_228,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-01,AM,North Quad,Beckman Institute_228,Yes,West,Mourning Warbler_Geothlypis philadelphia,Alive
2021-09-01,AM,North Quad,Beckman Institute_228,Yes,East,Swainson's Thrush_Catharus ustulatus,Alive
2021-09-01,AM,North Quad,Beckman Institute_228,Yes,West,Swainson's Thrush_Catharus ustulatus,Dead
2021-09-01,AM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,North,Ovenbird_Seiurus aurocapilla,Dead
2021-09-01,AM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,East,Red-eyed Vireo_Vireo olivaceus,Dead
2021-09-02,AM,North Quad,Beckman Institute_228,Yes,West,Bay-breasted Warbler_Setophaga castanea,Dead
2021-09-02,AM,North Quad,Beckman Institute_228,Yes,North,Bay-breasted Warbler_Setophaga castanea,Dead
2021-09-02,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Ovenbird_Seiurus aurocapilla,Dead
2021-09-02,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Ovenbird_Seiurus aurocapilla,Dead
2021-09-02,AM,South Quad,Business Instructional Facility_1206,Yes,South,Ruby-throated Hummingbird_Archilochus colubris,Dead
2021-09-02,AM,South Quad,Siebel Center for Design_1517,Yes,South,Dickcissel_Spiza americana,Dead
2021-09-02,AM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-03,AM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,West,Mourning Warbler_Geothlypis philadelphia,Dead
2021-09-03,AM,North Quad,Beckman Institute_228,Yes,West,Magnolia Warbler_Setophaga magnolia,Dead
2021-09-03,AM,North Quad,Beckman Institute_228,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-03,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,East,Yellow-bellied Flycatcher_Empidonax flaviventris,Dead
2021-09-03,AM,South Quad,Business Instructional Facility_1206,Yes,West,Bay-breasted Warbler_Setophaga castanea,Dead
2021-09-03,AM,South Quad,Business Instructional Facility_1206,Yes,South,Ruby-throated Hummingbird_Archilochus colubris,Dead
2021-09-03,AM,South Quad,Business Instructional Facility_1206,Yes,South,Ruby-throated Hummingbird_Archilochus colubris,Dead
2021-09-03,AM,South Quad,Siebel Center for Design_1517,Yes,South,Ruby-throated Hummingbird_Archilochus colubris,Dead
2021-09-03,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,Bay-breasted Warbler_Setophaga castanea,Dead
2021-09-03,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,Magnolia Warbler_Setophaga magnolia,Dead
2021-09-06,PM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,East,Red-eyed Vireo_Vireo olivaceus,Dead
2021-09-06,PM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,West,Bay-breasted Warbler_Setophaga castanea,Dead
2021-09-06,PM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,West,Ovenbird_Seiurus aurocapilla,Dead
2021-09-06,PM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,West,Bay-breasted Warbler_Setophaga castanea,Dead
2021-09-06,PM,North Quad,Beckman Institute_228,Yes,East,Swainson's Thrush_Catharus ustulatus,Dead
2021-09-06,PM,North Quad,Beckman Institute_228,Yes,West,Ovenbird_Seiurus aurocapilla,Dead
2021-09-06,PM,North Quad,Beckman Institute_228,Yes,North,Black-and-white Warbler_Mniotilta varia,Dead
2021-09-06,PM,North Quad,Electrical and Computer Engineering_409,Yes,South,Palm Warbler_Setophaga palmarum,Dead
2021-09-06,PM,North Quad,Electrical and Computer Engineering_409,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-06,PM,South Quad,Business Instructional Facility_1206,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-08,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,East,Ovenbird_Seiurus aurocapilla,Dead
2021-09-08,AM,North Quad,Coordinated Science Laboratory_148,Yes,North,Ovenbird_Seiurus aurocapilla,Dead
2021-09-08,AM,South Quad,Business Instructional Facility_1206,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Alive
2021-09-08,AM,South Quad,Business Instructional Facility_1206,Yes,South,Ovenbird_Seiurus aurocapilla,Dead
2021-09-08,AM,South Quad,Law Building_156,Yes,North,Swainson's Thrush_Catharus ustulatus,Dead
2021-09-08,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,North,Black-and-white Warbler_Mniotilta varia,Dead
2021-09-08,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-08,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,East,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-08,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,East,Swainson's Thrush_Catharus ustulatus,Dead
2021-09-08,AM,Main Quad,Morrill Hall_242,Yes,North,Ovenbird_Seiurus aurocapilla,Dead
2021-09-09,AM,North Quad,Beckman Institute_228,Yes,South,Northern Waterthrush_Parkesia noveboracensis,Dead
2021-09-09,AM,North Quad,Beckman Institute_228,Yes,North,Red-eyed Vireo_Vireo olivaceus,Dead
2021-09-09,AM,South Quad,Education Building_160,Yes,South,American Redstart_Setophaga ruticilla,Dead
2021-09-09,AM,South Quad,Business Instructional Facility_1206,Yes,South,Ruby-throated Hummingbird_Archilochus colubris,Dead
2021-09-09,AM,South Quad,Siebel Center for Design_1517,Yes,South,Connecticut Warbler_Oporornis agilis,Dead
2021-09-09,AM,South Quad,Krannert Art Museum_220,Yes,South,Swainson's Thrush_Catharus ustulatus,Dead
2021-09-09,AM,South Quad,Law Building_156,Yes,North,Common Yellowthroat_Geothlypis trichas,Dead
2021-09-10,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-10,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Ruby-throated Hummingbird_Archilochus colubris,Dead
2021-09-10,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Red-breasted Nuthatch_Sitta canadensis,Dead
2021-09-10,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Chestnut-sided Warbler_Setophaga pensylvanica,Dead
2021-09-10,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,East,Magnolia Warbler_Setophaga magnolia,Dead
2021-09-10,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-10,AM,North Quad,Beckman Institute_228,Yes,West,Swainson's Thrush_Catharus ustulatus,Alive
2021-09-10,AM,North Quad,Beckman Institute_228,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-10,AM,North Quad,Beckman Institute_228,Yes,North,Ovenbird_Seiurus aurocapilla,Dead
2021-09-10,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Red-eyed Vireo_Vireo olivaceus,Dead
2021-09-10,AM,South Quad,Business Instructional Facility_1206,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-10,AM,South Quad,Business Instructional Facility_1206,Yes,South,Ruby-throated Hummingbird_Archilochus colubris,Dead
2021-09-10,AM,South Quad,Siebel Center for Design_1517,Yes,East,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-10,AM,South Quad,Law Building_156,Yes,North,Magnolia Warbler_Setophaga magnolia,Dead
2021-09-10,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-10,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,Ovenbird_Seiurus aurocapilla,Dead
2021-09-10,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,North,American Redstart_Setophaga ruticilla,Dead
2021-09-10,AM,Main Quad,Morrill Hall_242,Yes,North,Chestnut-sided Warbler_Setophaga pensylvanica,Dead
2021-09-10,PM,North Quad,Beckman Institute_228,Yes,East,Red-eyed Vireo_Vireo olivaceus,Dead
2021-09-12,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,American Redstart_Setophaga ruticilla,Dead
2021-09-12,AM,North Quad,North Campus Parking Deck_1094,Yes,North,Swainson's Thrush_Catharus ustulatus,Dead
2021-09-12,AM,North Quad,Beckman Institute_228,Yes,South,Ruby-throated Hummingbird_Archilochus colubris,Dead
2021-09-12,AM,North Quad,Beckman Institute_228,Yes,South,Ovenbird_Seiurus aurocapilla,Dead
2021-09-11,AM,North Quad,Beckman Institute_228,Yes,North,American Redstart_Setophaga ruticilla,Dead
2021-09-11,AM,North Quad,Coordinated Science Laboratory_148,Yes,North,Red-eyed Vireo_Vireo olivaceus,Dead
2021-09-12,PM,South Quad,Law Building_156,Yes,North,Ruby-throated Hummingbird_Archilochus colubris,Dead
2021-09-13,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,American Redstart_Setophaga ruticilla,Alive
2021-09-13,AM,North Quad,Beckman Institute_228,Yes,East,Swainson's Thrush_Catharus ustulatus,Dead
2021-09-13,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Alive
2021-09-13,AM,Main Quad,Morrill Hall_242,Yes,North,Ovenbird_Seiurus aurocapilla,Dead
2021-09-13,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,East,Ruby-throated Hummingbird_Archilochus colubris,Dead
2021-09-14,AM,South Quad,Integrated Bioprocessing Research Laboratory_1233,Yes,West,Common Yellowthroat_Geothlypis trichas,Dead
2021-09-14,AM,North Quad,Beckman Institute_228,Yes,North,Ovenbird_Seiurus aurocapilla,Dead
2021-09-14,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Ruby-throated Hummingbird_Archilochus colubris,Dead
2021-09-14,PM,South Quad,Law Building_156,Yes,South,Red-eyed Vireo_Vireo olivaceus,Dead
2021-09-14,PM,North Quad,Electrical and Computer Engineering_409,Yes,South,Mourning Dove_Zenaida macroura,Dead
2021-09-15,AM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,East,Black-and-white Warbler_Mniotilta varia,Alive
2021-09-15,AM,North Quad,North Campus Parking Deck_1094,Yes,East,Gray Catbird_Dumetella carolinensis,Dead
2021-09-15,AM,North Quad,Beckman Institute_228,Yes,West,Ovenbird_Seiurus aurocapilla,Dead
2021-09-15,AM,North Quad,Beckman Institute_228,Yes,South,Black-and-white Warbler_Mniotilta varia,Dead
2021-09-15,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Magnolia Warbler_Setophaga magnolia,Dead
2021-09-15,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Red-eyed Vireo_Vireo olivaceus,Dead
2021-09-15,AM,South Quad,Business Instructional Facility_1206,Yes,South,Ovenbird_Seiurus aurocapilla,Dead
2021-09-15,AM,South Quad,Siebel Center for Design_1517,Yes,South,Gray Catbird_Dumetella carolinensis,Dead
2021-09-15,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,American Redstart_Setophaga ruticilla,Dead
2021-09-15,AM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,West,Bay-breasted Warbler_Setophaga castanea,Dead
2021-09-15,AM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,West,Golden-winged Warbler_Vermivora chrysoptera,Dead
2021-09-15,AM,Main Quad,Morrill Hall_242,Yes,North,Cape May Warbler_Setophaga tigrina,Dead
2021-09-15,AM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Chestnut-sided Warbler_Setophaga pensylvanica,Dead
2021-09-15,AM,North Quad,Beckman Institute_228,Yes,West,Common Yellowthroat_Geothlypis trichas,Dead
2021-09-15,PM,Other (explain in notes),Henry Dale and Betty Smith Football Center (Planned)_1540,Yes,East,Ovenbird_Seiurus aurocapilla,Dead
2021-09-15,PM,Other (explain in notes),Henry Dale and Betty Smith Football Center (Planned)_1540,Yes,East,Magnolia Warbler_Setophaga magnolia,Dead
2021-09-15,PM,Other (explain in notes),Activities & Recreation Center_118,Yes,North,Ovenbird_Seiurus aurocapilla,Dead
2021-09-15,PM,Main Quad,Illini Union Bookstore_106,Yes,East,Common Yellowthroat_Geothlypis trichas,Dead
2021-09-15,PM,North Quad,Beckman Institute_228,Yes,West,Red-eyed Vireo_Vireo olivaceus,Dead
2021-09-16,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,North,Black-and-white Warbler_Mniotilta varia,Dead
2021-09-16,PM,South Quad,Krannert Art Museum_220,Yes,North,Ruby-throated Hummingbird_Archilochus colubris,Dead
2021-09-16,PM,North Quad,Beckman Institute_228,Yes,South,Ovenbird_Seiurus aurocapilla,Dead
2021-09-17,AM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,South,House Sparrow_Passer domesticus,Dead
2021-09-17,AM,North Quad,Beckman Institute_228,Yes,West,Nashville Warbler_Oreothlypis ruficapilla,Dead
2021-09-17,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,Chestnut-sided Warbler_Setophaga pensylvanica,Dead
2021-09-17,AM,Main Quad,Carl R. Woese Institute for Genomic Biology_1080,Yes,North,Red-breasted Nuthatch_Sitta canadensis,Dead
2021-09-17,AM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,East,Magnolia Warbler_Setophaga magnolia,Dead
2021-09-17,AM,Main Quad,Morrill Hall_242,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-17,PM,North Quad,Beckman Institute_228,Yes,South,Ovenbird_Seiurus aurocapilla,Dead
2021-09-18,AM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,West,Black-and-white Warbler_Mniotilta varia,Dead
2021-09-18,AM,North Quad,Beckman Institute_228,Yes,West,Northern Waterthrush_Parkesia noveboracensis,Alive
2021-09-18,AM,North Quad,Beckman Institute_228,Yes,North,Bay-breasted Warbler_Setophaga castanea,Dead
2021-09-18,AM,North Quad,Beckman Institute_228,Yes,East,Ovenbird_Seiurus aurocapilla,Alive
2021-09-18,AM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,West,Palm Warbler_Setophaga palmarum,Dead
2021-09-18,AM,Main Quad,Morrill Hall_242,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-18,AM,Main Quad,Chemical & Life Sciences Laboratory_70,Yes,West,Nashville Warbler_Oreothlypis ruficapilla,Dead
2021-09-18,AM,South Quad,Business Instructional Facility_1206,Yes,South,Ovenbird_Seiurus aurocapilla,Alive
2021-09-18,AM,South Quad,Education Building_160,Yes,West,Gray-cheeked Thrush_Catharus minimus,Alive
2021-09-18,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,East,Swainson's Thrush_Catharus ustulatus,Dead
2021-09-18,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,North,Rose-breasted Grosbeak_Pheucticus ludovicianus,Alive
2021-09-20,AM,North Quad,North Campus Parking Deck_1094,Yes,West,Nashville Warbler_Oreothlypis ruficapilla,Dead
2021-09-20,AM,North Quad,Beckman Institute_228,Yes,West,Northern Waterthrush_Parkesia noveboracensis,Dead
2021-09-20,AM,Main Quad,Illini Union Bookstore_106,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-20,AM,South Quad,Law Building_156,Yes,North,Ruby-throated Hummingbird_Archilochus colubris,Dead
2021-09-22,AM,Other (explain in notes),Ikenberry Commons- Residence Hall (Number TBD)_1250,Yes,East,Swainson's Thrush_Catharus ustulatus,Alive
2021-09-22,AM,North Quad,North Campus Parking Deck_1094,Yes,South,Gray-cheeked Thrush_Catharus minimus,Dead
2021-09-22,AM,North Quad,Beckman Institute_228,Yes,West,Ovenbird_Seiurus aurocapilla,Dead
2021-09-22,AM,North Quad,Beckman Institute_228,Yes,West,Magnolia Warbler_Setophaga magnolia,Dead
2021-09-22,AM,North Quad,Beckman Institute_228,Yes,East,Magnolia Warbler_Setophaga magnolia,Alive
2021-09-22,AM,North Quad,Beckman Institute_228,Yes,East,Tennessee Warbler_Oreothlypis peregrina,Alive
2021-09-22,AM,North Quad,Coordinated Science Laboratory_148,Yes,West,Ovenbird_Seiurus aurocapilla,Alive
2021-09-22,AM,North Quad,Electrical and Computer Engineering_409,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Alive
2021-09-22,AM,South Quad,Business Instructional Facility_1206,Yes,South,Common Yellowthroat_Geothlypis trichas,Alive
2021-09-22,AM,South Quad,Business Instructional Facility_1206,Yes,South,Swainson's Thrush_Catharus ustulatus,Dead
2021-09-22,AM,South Quad,Business Instructional Facility_1206,Yes,South,Common Yellowthroat_Geothlypis trichas,Dead
2021-09-22,AM,South Quad,Business Instructional Facility_1206,Yes,South,Ovenbird_Seiurus aurocapilla,Dead
2021-09-22,AM,South Quad,Business Instructional Facility_1206,Yes,South,Black-throated Green Warbler_Setophaga virens,Dead
2021-09-22,AM,South Quad,Business Instructional Facility_1206,Yes,South,American Redstart_Setophaga ruticilla,Dead
2021-09-22,AM,South Quad,Business Instructional Facility_1206,Yes,South,Magnolia Warbler_Setophaga magnolia,Alive
2021-09-22,AM,South Quad,Siebel Center for Design_1517,Yes,North,House Wren_Troglodytes aedon,Alive
2021-09-22,AM,South Quad,Siebel Center for Design_1517,Yes,West,Palm Warbler_Setophaga palmarum,Dead
2021-09-22,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,North,Bay-breasted Warbler_Setophaga castanea,Dead
2021-09-22,AM,South Quad,Agricultural Engineering Sciences Building_8,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Alive
2021-09-22,AM,Other (explain in notes),Civil Engineering Hydrosystems Lab_152,Yes,West,Cape May Warbler_Setophaga tigrina,Dead
2021-09-22,AM,North Quad,Beckman Institute_228,Yes,East,Black-throated Green Warbler_Setophaga virens,Alive
2021-09-23,AM,Other (explain in notes),Green Street,Yes,North,Wood Thrush_Hylocichla mustelina,Dead
2021-09-22,AM,North Quad,Grainger Engineering Library Information Center_324,Yes,South,Ovenbird_Seiurus aurocapilla,Dead
2021-09-22,AM,Other (explain in notes),Newmark Civil Engineering Building_24,Yes,East,American Redstart_Setophaga ruticilla,Dead
2021-09-22,AM,North Quad,Beckman Institute_228,Yes,South,Gray-cheeked Thrush_Catharus minimus,Dead
2021-09-22,AM,North Quad,Beckman Institute_228,Yes,East,Red-eyed Vireo_Vireo olivaceus,Alive
2021-09-22,AM,North Quad,Beckman Institute_228,Yes,East,Magnolia Warbler_Setophaga magnolia,Alive
2021-09-22,PM,North Quad,Beckman Institute_228,Yes,East,Tennessee Warbler_Oreothlypis peregrina,Alive
2021-09-22,PM,North Quad,Beckman Institute_228,Yes,South,Swainson's Thrush_Catharus ustulatus,Alive
2021-09-22,PM,Other (explain in notes),Library_41,Yes,East,Bay-breasted Warbler_Setophaga castanea,Alive
2021-09-23,AM,North Quad,Beckman Institute_228,Yes,South,Common Yellowthroat_Geothlypis trichas,Alive
2021-09-23,AM,North Quad,Beckman Institute_228,Yes,South,Nashville Warbler_Oreothlypis ruficapilla,Dead
2021-09-23,AM,North Quad,North Campus Parking Deck_1094,Yes,West,Unidentifiable,Dead
2021-09-23,AM,Other (explain in notes),National Center for Supercomputing Applications_564,Yes,South,Gray-cheeked Thrush_Catharus minimus,Dead
2021-09-23,AM,Other (explain in notes),Coordinated Science Laboratory_148,Yes,South,Black-and-white Warbler_Mniotilta varia,Dead
2021-09-23,AM,North Quad,Micro and Nanotechnology Laboratory_237,Yes,East,Swainson's Thrush_Catharus ustulatus,Dead
2021-09-23,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,North,Unidentifiable,Dead
2021-09-23,AM,South Quad,Temple Hoyne Buell Hall_339,Yes,West,Tennessee Warbler_Oreothlypis peregrina,Alive
2021-09-23,AM,South Quad,Business Instructional Facility_1206,Yes,South,Ovenbird_Seiurus aurocapilla,Alive
2021-09-23,AM,South Quad,Siebel Center for Design_1517,Yes,North,Magnolia Warbler_Setophaga magnolia,Dead
2021-09-23,AM,South Quad,Siebel Center for Design_1517,Yes,South,Palm Warbler_Setophaga palmarum,Dead
2021-09-23,AM,South Quad,Siebel Center for Design_1517,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Alive
2021-09-23,AM,South Quad,Krannert Art Museum_220,Yes,South,Nashville Warbler_Oreothlypis ruficapilla,Dead
2021-09-23,AM,South Quad,Law Building_156,Yes,North,Red-eyed Vireo_Vireo olivaceus,Dead
2021-09-23,PM,South Quad,Business Instructional Facility_1206,Yes,West,Black-and-white Warbler_Mniotilta varia,Alive
2021-09-23,PM,Other (explain in notes),Noyes Laboratory of Chemistry_12,Yes,North,Black-throated Blue Warbler_Setophaga caerulescens,Dead
2021-09-23,PM,South Quad,"ACES Library, Information & Alumni Center_377",Yes,West,Ruby-crowned Kinglet_Regulus calendula,Dead
2021-09-23,PM,North Quad,Siebel Center for Computer Science_563,Yes,East,Ovenbird_Seiurus aurocapilla,Dead
2021-09-23,PM,North Quad,Beckman Institute_228,Yes,North,Red-eyed Vireo_Vireo olivaceus,Dead
2021-09-23,PM,North Quad,Beckman Institute_228,Yes,North,Ovenbird_Seiurus aurocapilla,Dead
2021-09-23,PM,North Quad,Beckman Institute_228,Yes,South,Wilson's Warbler_Cardellina pusilla,Dead
2021-09-23,PM,North Quad,Electrical and Computer Engineering_409,Yes,South,Tennessee Warbler_Oreothlypis peregrina,Dead
2021-09-23,PM,North Quad,Campus Instructional Facility (Planned)_1545,Yes,North,Tennessee Warbler_Oreothlypis peregrina,Dead
